main_topic,sub_topic,C,utterance,question,option1,option2,option3,option4,answer,answer_index,length_no_space
음악과의 일상,음악으로 스트레스를 해소하는 방법,170,"최근 며칠 동안 일이 많아서 머리가 복잡했는데, 저녁에 산책을 하면서 이어폰으로 잔잔한 피아노 연주곡을 들으니 마음이 한결 가벼워졌다. 특히 어둑해진 공원길을 걷다 보면 음악에 집중하면서 자연스럽게 생각이 정리되는 기분이 든다. 이런 시간에는 가사를 따라 부르기보단 멜로디만 흐르는 곡을 선택하는 게 나에게 훨씬 도움이 된다. 덕분에 산책이 끝날 즈음엔 답답함이 조금은 풀린 듯했다.",발화자가 스트레스를 해소하기 위해 산책 중 주로 선택한 음악의 특징은 무엇이었나요?,잘 모르겠음,빠르고 신나는 댄스 음악,가사가 없는 피아노 연주곡,록 밴드의 라이브 공연,가사가 없는 피아노 연주곡,3,163
음악과의 일상,음악으로 스트레스를 해소하는 방법,170,"며칠 전 일이 많아서 머리가 복잡했는데, 그럴 때마다 나는 이어폰을 끼고 산책을 나가곤 한다. 평소 좋아하는 재즈 음악을 들으면서 동네 공원을 천천히 걷다 보면, 자연스럽게 숨이 고르고 마음이 차분해진다. 음악이 내 기분을 조금씩 밝게 만들어주는 걸 느끼면, 다시 힘내서 하루를 보낼 수 있을 것 같은 생각이 든다.",내가 스트레스를 해소하기 위해 산책을 할 때 주로 듣는 음악 장르는 무엇인가?,잘 모르겠음,클래식,재즈,록,재즈,3,130
음악과의 일상,즐겨 듣는 음악과 그 이유,170,"최근에 퇴근길마다 이어폰을 끼고 재즈 음악을 듣는 게 작은 즐거움이 되었다. 처음엔 친구가 추천해준 곡을 우연히 듣게 됐는데, 피아노 소리가 잔잔하게 퍼지면서 하루 동안 쌓인 피로가 조금씩 사라지는 느낌이 들었다. 특히 비가 오는 날에는 창밖 풍경과 어우러져 마음이 편안해지는 것 같아 일부러 창가 자리까지 찾아가 듣기도 한다.",발화자가 음악을 즐겨 듣는 특별한 시간이나 상황은 언제인가요?,잘 모르겠음,출근길에 대중교통을 탈 때,퇴근길에 이어폰을 끼고 있을 때,운동할 때 헬스장에서,퇴근길에 이어폰을 끼고 있을 때,3,137
음악과의 일상,즐겨 듣는 음악과 그 이유,170,"최근에 자주 듣는 곡이 있는데, 바로 친구가 추천해준 재즈 피아노 곡이다. 평소에는 가사가 있는 팝송을 많이 들었지만, 요즘에는 공부할 때 가사가 없는 음악이 집중에 더 도움이 되는 것 같아서 재즈로 바꿔봤다. 처음에는 생소했지만, 점점 그 잔잔함과 즉흥적인 멜로디에 매력을 느끼게 되었다. 특히 저녁에 창문을 열고 조용한 방 안에서 이 음악을 들으면 하루의 피로가 풀리는 기분이 든다.",내가 최근 집중을 위해 즐겨 듣는 음악 장르는 무엇이었는가?,잘 모르겠음,락 밴드 음악,재즈 피아노 곡,트로트,재즈 피아노 곡,3,161
음악과의 일상,즐겨 듣는 음악과 그 이유,170,"버스를 타고 집에 가는 길에는 항상 재즈 음악을 듣는다. 특히 색소폰 소리가 중심이 되는 곡을 좋아하는데, 복잡한 생각이 많을 때 이 음악을 들으면 마음이 편안해진다. 예전엔 락 음악만 들었지만, 어느 날 우연히 카페에서 흘러나오던 재즈를 듣고부터 조금씩 취향이 변했다. 그날 이후로는 힘든 일이 있어도 재즈를 들으며 기분을 다스리는 습관이 생겼다.",내가 요즘 집에 가는 길에 주로 듣는 음악 장르는 무엇인가?,잘 모르겠음,락,재즈,클래식,재즈,3,146
음악과의 일상,즐겨 듣는 음악과 그 이유,170,요즘 퇴근길에 항상 이어폰을 끼고 인디밴드의 잔잔한 음악을 듣는다. 복잡한 하루를 보내고 나면 조용한 기타 소리와 담백한 목소리가 마음을 차분하게 해준다. 특히 비 오는 날 버스 창밖을 보며 그 노래를 듣고 있으면 일상의 걱정이 조금씩 사라지는 느낌이 들어서 자주 듣게 된다. 덕분에 퇴근길이 나만의 힐링 시간이 되었다.,내가 퇴근길에 즐겨 듣는 음악의 장르는 무엇이었나?,잘 모르겠음,힙합,인디밴드의 잔잔한 음악,클래식,인디밴드의 잔잔한 음악,3,133
음악과의 일상,처음 악기를 배우게 된 사연,170,"며칠 전 친구 집에 놀러 갔다가 우연히 벽에 걸려 있는 기타를 발견했어요. 친구가 직접 연주해 주었는데, 그 소리가 너무 인상적이어서 저도 배우고 싶어졌어요. 그날 이후로 중고 악기 사이트를 찾아다녔고, 결국 저렴한 기타를 구입했죠. 아직 손가락 끝이 아프지만, 첫 곡으로 '생일 축하합니다'를 연습하며 뿌듯함을 느끼고 있습니다.",제가 기타를 배우기로 결심하게 된 계기는 무엇이었나요?,잘 모르겠음,유튜브 영상에서 멋진 연주를 봐서,친구가 직접 기타를 연주해 주어서,학교 음악 시간에 흥미를 느껴서,친구가 직접 기타를 연주해 주어서,3,140
음악과의 일상,처음 악기를 배우게 된 사연,170,"초등학교 5학년 때 친한 친구가 기타 학원에 다니기 시작했는데, 어느 날 그 친구가 학교에 기타를 들고 와서 쉬는 시간마다 멋지게 연주하는 모습을 봤다. 그 모습이 부러워서 집에 와 부모님께 조심스럽게 기타를 배우고 싶다고 말했더니, 생각보다 흔쾌히 허락해 주셨다. 그날 저녁에는 부모님이 중고 기타를 직접 구해 오셨고, 처음 기타 줄을 튕겨보며 내가 곡을 연주할 수 있을지 설레는 마음으로 연습을 시작했다.",내가 처음 기타를 배우게 된 계기는 무엇이었나요?,잘 모르겠음,음악 시간에 선생님의 추천으로,친구의 연주하는 모습을 보고 부러워서,가족이 모두 기타를 연주해서,친구의 연주하는 모습을 보고 부러워서,3,170
음악과의 일상,처음 악기를 배우게 된 사연,170,"초등학교 5학년 때 반 친구가 바이올린을 연주하는 모습을 처음 보고 깊은 인상을 받았다. 그 친구가 악기를 들고 무대에 올라가서 연주하는 모습을 보니 나도 왠지 모르게 바이올린을 배우고 싶어졌다. 집에 돌아와 부모님께 조심스럽게 이야기했더니, 평소 음악을 좋아하셨던 엄마가 흔쾌히 허락해 주셨다. 그렇게 나는 바이올린 학원에 다니기 시작했고, 손끝이 아프고 소리가 잘 나지 않아 속상할 때도 있었지만 연습실에서 새로운 곡을 완성할 때마다 큰 성취감을 느꼈다.",화자가 처음으로 바이올린을 배우고 싶어졌던 계기는 무엇이었나요?,잘 모르겠음,부모님이 권유해서,친구가 바이올린을 연주하는 모습을 보고,TV에서 연주를 보고,친구가 바이올린을 연주하는 모습을 보고,3,194
음악과의 일상,처음 악기를 배우게 된 사연,170,"며칠 전 가족 모임에서 사촌이 기타를 연주하는 모습을 처음 봤다. 그 순간 나는 갑자기 기타 소리에 끌렸고, 집에 돌아온 뒤 인터넷으로 중고 기타를 찾아 바로 주문했다. 기타가 도착한 날, 손끝이 아프도록 코드를 연습했지만, 오히려 그 고통이 뿌듯하게 느껴졌다. 평소엔 음악을 듣기만 했는데, 내가 직접 소리를 낸다는 게 이렇게 설레는 경험일 줄은 몰랐다.",내가 기타를 배우게 된 계기는 무엇이었나요?,잘 모르겠음,친구가 권해서,사촌의 연주를 보고,유명한 밴드 영상을 보고,사촌의 연주를 보고,3,148
음악과의 일상,갑작스런 영감으로 완성한 자작곡 이야기,170,"잠이 오지 않던 밤, 창문 너머로 들려오는 빗소리를 듣다가 갑자기 멜로디 한 구절이 머릿속에 떠올랐다. 그 순간을 놓치기 싫어서 휴대폰을 꺼내 조용히 녹음 버튼을 눌렀고, 손끝으로 피아노 건반을 더듬으며 즉석에서 코드와 가사를 붙여나갔다. 원래 작곡은 며칠씩 걸려 완성하는데, 이날은 몇 시간 만에 한 곡이 뚝딱 완성되어서 스스로도 무척 신기했다.",발화자가 곡을 만들 때 영감을 받게 된 계기는 무엇이었나요?,잘 모르겠음,친구와 대화하다가,티비를 보다가,빗소리를 듣다가,빗소리를 듣다가,4,146
음악과의 일상,갑작스런 영감으로 완성한 자작곡 이야기,170,"창밖에서 빗소리가 들리던 어느 밤, 갑자기 머릿속에 선율이 떠올라 노트북을 켜고 피아노 앞에 앉았다. 손끝에서 자연스럽게 멜로디가 흘러나왔고, 평소라면 고민하던 가사도 술술 써졌다. 시간이 어떻게 지났는지도 모를 만큼 몰입해서 결국 한 곡을 완성했다. 다음날 친구에게 들려줬더니 비 오는 날 분위기에 잘 어울린다고 칭찬해줘서 뿌듯했다.",자작곡을 완성한 계기로 가장 알맞은 것은 무엇인가요?,잘 모르겠음,친구의 부탁,창밖의 빗소리에서 영감을 받아,음악 수업 과제 때문,창밖의 빗소리에서 영감을 받아,3,144
음악과의 일상,갑작스런 영감으로 완성한 자작곡 이야기,170,"창밖으로 비가 내리던 어느 밤, 갑자기 떠오른 멜로디가 머릿속을 맴돌았다. 평소라면 그냥 지나쳤겠지만 이번에는 휴대폰을 꺼내 허밍을 녹음했다. 그 소리를 반복해서 듣다 보니 자연스럽게 코드 진행이 떠올랐고, 거실에 있던 기타를 들고 한참을 연주했다. 그렇게 한 시간 남짓 집중하다 보니 짧지만 마음에 쏙 드는 자작곡이 완성됐다. 완성된 곡을 가족에게 들려줬더니, 뜻밖에도 감동받았다며 박수를 쳐 주었다.",발화자가 자작곡을 완성하는 데 가장 큰 계기가 된 순간은 무엇이었나요?,잘 모르겠음,가족의 박수 소리를 들은 순간,비 오는 밤에 떠오른 멜로디를 녹음한 순간,기타를 구입한 날,비 오는 밤에 떠오른 멜로디를 녹음한 순간,3,172
음악과의 일상,갑작스런 영감으로 완성한 자작곡 이야기,170,"며칠 전, 평소처럼 기타를 만지작거리던 중 갑자기 멜로디 한 소절이 머릿속에 떠올랐다. 그 멜로디를 놓치지 않으려고 휴대폰 녹음기를 재빨리 켜서 흥얼거리기 시작했다. 이어서 코드 진행도 자연스럽게 이어졌고, 짧은 시간 동안 한 곡의 뼈대가 완성되었다. 가사는 평소 느꼈던 외로움을 솔직하게 담아보았다. 완성된 곡을 가족들에게 들려주니 진심이 느껴진다며 칭찬을 받았다.",화자는 갑작스런 영감을 기록하기 위해 무엇을 사용했는가?,잘 모르겠음,종이와 펜,휴대폰 녹음기,컴퓨터 녹음 프로그램,휴대폰 녹음기,3,158
음악과의 일상,독특한 악기를 배우게 된 계기,170,"며칠 전 동네 도서관에서 열린 작은 공연을 우연히 보게 되었는데, 그곳에서 처음 듣는 해금 소리가 인상 깊게 마음에 남았다. 공연이 끝난 뒤 연주자에게 직접 다가가서 악기에 대해 이것저것 물어보니, 해금은 손끝으로 현을 누르며 미세한 감정을 담을 수 있다는 점이 매력이라는 설명을 들었다. 그날 이후로 해금 소리가 계속 생각나서 결국 근처 문화센터에서 해금 강좌에 등록하게 되었다.",해금을 배우기로 결심한 가장 큰 계기는 무엇이었나요?,잘 모르겠음,친구의 권유,연주자의 설명과 해금 소리의 인상,문화센터 광고,연주자의 설명과 해금 소리의 인상,3,159
음악과의 일상,독특한 악기를 배우게 된 계기,170,"며칠 전 친구의 소개로 처음 본 칼림바라는 악기를 접하게 되었다. 손바닥만 한 크기에 금속 건반이 달려 있었고, 손가락으로 튕기면 맑은 소리가 퍼졌다. 평소에 피아노만 쳐봤던 나는 이 독특한 소리에 매료되어 직접 연주해보고 싶다는 생각이 들었다. 친구가 간단한 멜로디를 연주하는 걸 보면서 배우기 어렵지 않을 것 같아 바로 칼림바를 주문했다. 요즘은 자기 전에 짧게 연습하는 것이 하루의 작은 즐거움이 되고 있다.",화자가 칼림바라는 악기를 배우고 싶어진 결정적인 계기는 무엇이었나요?,잘 모르겠음,친구가 칼림바를 선물해줬기 때문,칼림바 연주 동영상을 우연히 봤기 때문,친구가 직접 연주하는 소리를 듣고 매료됐기 때문,친구가 직접 연주하는 소리를 듣고 매료됐기 때문,4,172
음악과의 일상,독특한 악기를 배우게 된 계기,170,"며칠 전 동네 축제에서 처음 보는 악기 연주를 들었는데, 그 소리가 참 신기하게 마음에 와닿았다. 연주자가 직접 만든 손가락 피아노라는 악기였다. 공연이 끝난 뒤 용기를 내어 말을 걸었고, 그분이 잠깐 만져볼 기회를 주셨다. 평소와는 다른 방식으로 소리를 내보는 경험이 정말 새로워서, 집에 돌아오자마자 온라인으로 직접 손가락 피아노를 주문했다. 처음엔 익숙하지 않았지만, 지금은 매일 한 곡씩 연습하는 게 내 일상의 작은 즐거움이 되었다.",내가 독특한 악기를 배우게 된 계기는 무엇이었나요?,잘 모르겠음,친구의 추천으로 시작했다.,유튜브 영상에서 보고 흥미가 생겼다.,동네 축제에서 연주를 듣고 직접 만져본 경험 때문이다.,동네 축제에서 연주를 듣고 직접 만져본 경험 때문이다.,4,185
음악과의 일상,독특한 악기를 배우게 된 계기,170,"며칠 전 친구 집에 놀러갔을 때 처음 보는 악기를 발견했다. 이름이 '칼림바'라고 해서 신기해하며 만져봤는데, 손가락으로 철심을 튕기면 맑은 소리가 났다. 친구가 어릴 적 여행지에서 산 것이라며 몇 곡을 연주해줬는데, 단순한 구조임에도 다양한 멜로디가 나와서 정말 인상 깊었다. 그날 이후로 나도 집에 돌아와서 칼림바를 인터넷으로 주문했고, 영상을 보며 하나씩 곡을 따라 연습하고 있다.",내가 친구 집에서 처음 접한 악기는 무엇이었나요?,잘 모르겠음,우쿨렐레,칼림바,멜로디언,칼림바,3,164
음악과의 일상,음악 페스티벌에서의 특별한 경험,170,"비가 내릴 것 같던 하늘이 점점 흐려지더니, 공연이 시작될 즈음에는 빗방울이 떨어지기 시작했다. 하지만 사람들은 우산도 쓰지 않고 그대로 무대 앞에서 뛰기 시작했다. 나는 처음엔 당황했지만 어느새 친구와 손을 잡고 빗속에서 함께 노래를 따라불렀다. 젖은 신발과 옷이 불편했지만, 그날의 자유롭고 열정적인 분위기는 잊을 수 없을 것 같다.",발화자가 음악 페스티벌에서 겪은 특별한 상황은 무엇이었나요?,잘 모르겠음,무대에서 직접 연주를 했다.,비가 오는 가운데 사람들과 함께 즐겼다.,공연장 입구에서 줄을 오래 섰다.,비가 오는 가운데 사람들과 함께 즐겼다.,3,142
음악과의 일상,음악 페스티벌에서의 특별한 경험,170,"처음으로 친구들과 함께 지방에서 열리는 음악 페스티벌에 다녀온 날이 아직도 생생하다. 비가 내릴 것 같아 걱정했지만, 오히려 잔잔한 구름 덕분에 무대 조명이 더욱 화려하게 느껴졌다. 평소 좋아하던 밴드가 마지막 무대에서 새 앨범의 미공개 곡을 연주했을 때 모두가 환호성을 질렀고, 친구와 손을 맞잡고 따라 불렀던 순간이 오래도록 기억에 남았다. 그날 우리는 공식 굿즈 대신 현장에서 직접 만든 팔찌를 서로에게 선물하기도 했다.",페스티벌에서 화자는 무엇을 공식 굿즈 대신 친구와 나누었나요?,잘 모르겠음,공식 티셔츠,직접 만든 팔찌,음반 CD,직접 만든 팔찌,3,179
음악과의 일상,음악 페스티벌에서의 특별한 경험,170,"평소 좋아하던 밴드가 야외 음악 페스티벌에 온다고 해서 친구와 함께 표를 예매했다. 무대 앞에서 신나게 노래를 따라 부르다가 갑자기 갑작스런 비가 쏟아졌다. 대부분의 사람들이 우산을 쓰거나 비를 피해 움직였지만, 우리는 오히려 빗속에서 더 자유롭게 춤을 췄다. 비에 흠뻑 젖은 채로 환호하며 노래를 부르는 순간, 뭔가 일상에서 벗어난 해방감을 느꼈다. 끝나고 나서 옷은 엉망이었지만, 친구와 서로를 보며 크게 웃었다. 집에 돌아가는 길에 먹은 뜨거운 어묵 국물이 유난히도 맛있게 느껴졌다.",발화자가 음악 페스티벌에서 비가 내렸을 때 어떻게 행동했나요?,잘 모르겠음,비를 피해 공연장을 떠났다,우산을 쓰고 조용히 서 있었다,빗속에서 자유롭게 춤을 췄다,빗속에서 자유롭게 춤을 췄다,4,206
음악과의 일상,음악 페스티벌에서의 특별한 경험,170,"지난 주말, 친구들과 함께 바닷가에서 열린 음악 페스티벌에 다녀왔다. 무대 가까이에 자리를 잡았더니 파도 소리와 함께 들리는 생생한 라이브 음악이 정말 인상적이었다. 해가 질 무렵에는 모두가 휴대폰 플래시를 켜고 흔들며 한 곡을 따라 불렀는데, 그 순간의 분위기가 잊혀지지 않는다. 페스티벌 마지막 무대에서 예상치 못한 불꽃놀이가 펼쳐져 모두가 환호성을 질렀다.",발화자가 음악 페스티벌에서 경험한 특별한 순간은 무엇이었나요?,잘 모르겠음,해가 질 무렵 모두가 플래시를 켜고 노래를 따라 부른 순간,페스티벌 시작 전에 바닷가에서 수영한 순간,무대에서 직접 공연을 한 순간,해가 질 무렵 모두가 플래시를 켜고 노래를 따라 부른 순간,2,154
음악과의 일상,즐겨듣는 음악에 대한 생각과 감정,170,"며칠 전부터 퇴근길에 이어폰을 끼고 잔잔한 피아노 곡을 듣고 있다. 예전에는 가사 있는 팝송을 주로 들었지만, 요즘엔 조용한 연주곡이 훨씬 마음을 편하게 해주는 것 같다. 특히 집에 돌아오는 길에 창밖 야경을 보며 피아노 선율에 집중하면, 하루 동안 쌓인 스트레스가 조금씩 사라지는 기분이 들어서 좋다. 예전처럼 신나는 노래를 들으며 걷는 것도 좋았지만, 지금은 차분한 음악이 내 일상에 더 잘 어울리는 것 같다.",요즘 내가 퇴근길에 듣는 음악의 특징은 무엇이었는가?,잘 모르겠음,가사가 있는 신나는 노래,조용한 피아노 연주곡,빠른 리듬의 팝송,조용한 피아노 연주곡,3,171
음악과의 일상,즐겨듣는 음악에 대한 생각과 감정,170,"버스를 타고 집으로 돌아가는 길에 이어폰으로 우연히 예전에 자주 듣던 밴드의 노래가 흘러나왔다. 그 순간 창밖의 풍경과 어울리면서 고등학교 때 친구들과 야외 공연장에 갔던 기억이 떠올랐다. 신나게 뛰던 그 시절의 감정이 다시 느껴져서 괜히 미소가 나왔다. 음악이 때로는 나를 과거로 데려다주고, 그 시절의 감정까지 선명하게 떠올리게 만든다는 사실이 신기하게 느껴졌다.",이어폰으로 음악을 들으며 떠오른 기억은 무엇과 관련이 있었나요?,잘 모르겠음,가족과의 여행,고등학교 친구들과 공연장에 갔던 일,학교 축제에서 노래 부른 일,고등학교 친구들과 공연장에 갔던 일,3,156
음악과의 일상,즐겨듣는 음악에 대한 생각과 감정,170,"최근에 버스를 타고 집에 돌아오는 길에 이어폰으로 조용한 피아노 연주곡을 들었는데, 도시의 소음과 어우러지니 평소와는 다르게 마음이 차분해졌다. 갑자기 떠오른 예전 추억들 덕분에 괜히 미소가 지어지기도 했다. 평소에는 주로 신나는 곡을 듣지만, 그날만큼은 조용한 음악이 나에게 더 잘 맞는 것 같았다. 음악 한 곡이 이렇게 하루의 기분을 바꿔줄 수 있다는 사실이 신기하게 느껴졌다.",발화자가 버스에서 들은 음악의 장르는 무엇이었나요?,잘 모르겠음,록 밴드 음악,피아노 연주곡,재즈 보컬곡,피아노 연주곡,3,161
음악과의 일상,즐겨듣는 음악에 대한 생각과 감정,170,"며칠 전 저녁에 퇴근하고 집에 돌아와 조용히 앉아 이어폰을 끼고 좋아하는 재즈 플레이리스트를 들었다. 평소에는 활기찬 팝송을 많이 듣지만, 그날따라 부드럽고 여유로운 색소폰 소리가 마음을 안정시켜주는 느낌이 들었다. 음악이 흐르는 동안 자연스럽게 하루 동안 쌓인 긴장이 풀리고, 머릿속에 복잡했던 생각들도 조금씩 정리되는 기분이 들었다. 이런 시간 덕분에 음악이 내 일상에 얼마나 큰 위로가 되는지 새삼 깨달았다.",이 사람이 음악을 듣고 느낀 감정은 무엇이었나요?,잘 모르겠음,답답함과 불안함,안정과 위로,분노와 실망,안정과 위로,3,176
음악과의 일상,첫 공연을 준비하며 겪은 이야기,170,"며칠 전부터 밴드 첫 공연을 준비하면서 매일 저녁마다 연습실에 모였다. 리더인 수진이가 곡 순서를 정하고, 나는 기타 솔로 부분에서 실수를 연달아 해서 좀 걱정됐다. 특히 베이스를 맡은 민호가 중간에 박자를 놓치는 바람에 다 같이 한 번씩 멈췄던 일이 기억에 남는다. 그래도 마지막 리허설에서는 모두가 호흡을 맞춰서 자신감이 조금 생겼다. 떨리지만 설렘이 더 컸던 준비 과정이었다.",공연 준비 과정에서 기타 솔로 부분에서 자주 실수한 사람은 누구였나요?,잘 모르겠음,수진,민호,나,나,4,159
음악과의 일상,첫 공연을 준비하며 겪은 이야기,170,"며칠 전부터 친구들과 작은 밴드를 꾸려 동네 축제에서 처음으로 공연을 하기로 했다. 처음에는 모두가 설레면서도 긴장된 표정이었는데, 연습을 거듭할수록 서로의 실수에 웃음이 터지고, 어느새 박자를 맞추는 데도 익숙해졌다. 특히 드럼을 맡은 지훈이가 계속 박자를 헷갈려서 매번 같은 부분에서 다 같이 멈추고 다시 시작하곤 했다. 그래도 마지막 연습 때는 큰 실수 없이 한 곡을 완주해서 모두 박수를 쳤다. 공연 당일 무대 뒤에서 떨리는 손을 마주 보며 우리는 꼭 실수를 하더라도 끝까지 즐기기로 약속했다.",밴드 연습에서 자주 박자를 헷갈렸던 친구는 누구였나요?,잘 모르겠음,지훈,민수,수진,지훈,2,209
음악과의 일상,첫 공연을 준비하며 겪은 이야기,170,"며칠 전부터 친구들과 함께 작은 밴드 공연을 준비하게 되었다. 처음엔 모두 긴장했지만, 각자 맡은 악기 연습을 하면서 점점 자신감이 생겼다. 리허설 때 마이크가 갑자기 꺼져서 당황했지만, 재빨리 건반을 치며 시간을 벌어줬던 순간이 아직도 기억에 남는다. 그 경험 덕분에 서로에 대한 신뢰가 더 깊어진 것 같다.","리허설 중 마이크가 꺼졌을 때, 나는 어떤 행동을 했는가?",잘 모르겠음,관객에게 사과했다,무대에서 내려갔다,건반을 치며 시간을 벌어줬다,건반을 치며 시간을 벌어줬다,4,129
음악과의 일상,첫 공연을 준비하며 겪은 이야기,170,"며칠 전부터 친구들과 밴드 공연을 준비하면서 예상치 못한 어려움이 많았다. 리허설 때마다 드럼 박자가 살짝 빨라져서 모두가 박자를 맞추는 데 애를 먹었다. 결국 내가 베이스로 리듬을 더 분명하게 잡아주기로 했고, 덕분에 연습 분위기가 훨씬 좋아졌다. 무대 공포증 때문에 손이 떨리기도 했지만, 멤버들이 서로 장난을 치며 긴장을 풀어줬던 순간이 아직도 기억에 남는다.",밴드 연습 중 박자가 잘 맞지 않자 내가 맡은 역할은 무엇이었나요?,잘 모르겠음,드럼을 더 세게 치기,베이스로 리듬을 잡아주기,기타 솔로를 연습하기,드럼을 더 세게 치기,2,154
인생에서의 변화,20대 초반의 방황과 고민,170,"며칠 전 혼자 버스를 타고 교외로 나갔던 일이 계속 생각난다. 창밖 풍경을 멍하니 바라보며 내 전공이 정말 나에게 맞는지, 지금처럼 지내도 괜찮은지 스스로에게 여러 번 질문했다. 친구들과 연락도 뜸해지고, 부모님과의 대화도 어색해져서 누구에게 털어놓을 수도 없었다. 잠깐 공원 벤치에 앉아 음악을 들으며 앞으로 뭘 해야 할지 고민했지만, 뚜렷한 답은 찾지 못했다. 그래도 그날 혼자 보낸 시간이 내 마음을 조금은 가볍게 해줬다.",발화자가 혼자 시간을 보내며 했던 활동으로 알맞은 것은 무엇인가요?,잘 모르겠음,친구들과 식사를 했다,공원 벤치에서 음악을 들었다,부모님과 대화를 나눴다,공원 벤치에서 음악을 들었다,3,179
인생에서의 변화,20대 초반의 방황과 고민,170,"며칠 전 늦은 밤에 친구와 카페에 앉아 한참 이야기를 나누다 보니, 요즘 내가 무엇을 좋아하고 앞으로 뭘 하고 싶은지 정말 모르겠다는 생각이 들었다. 대학에 들어온 뒤 여러 동아리도 해보고 아르바이트도 했지만, 뚜렷한 목표가 없어서 그런지 항상 무언가 부족하다고 느껴졌다. 주변 친구들은 하나둘씩 자신의 길을 찾는 것 같아 괜히 초조해지고, 가족들에게도 괜히 짜증을 내는 일이 잦아졌다. 그래서 잠시 여행이라도 다녀오면 답을 찾을 수 있을까 고민이 된다.",화자는 최근에 어떤 상황에서 자신의 미래에 대한 불확실함을 다시 느끼게 되었나요?,잘 모르겠음,혼자 산책을 하던 중,늦은 밤 친구와 카페에서 이야기하다가,가족과 저녁을 먹으면서,늦은 밤 친구와 카페에서 이야기하다가,3,190
인생에서의 변화,20대 초반의 방황과 고민,170,"며칠 전 지하철을 타고 가다가 우연히 대학 시절 동아리 친구를 만났어요. 오랜만에 반가운 마음에 근처 카페에 들어가 이런저런 얘기를 나누다 보니, 20대 초반에 무엇을 해야 할지 몰라 방황하던 시절이 떠올랐어요. 그때는 미래에 대한 불안 때문에 여러 번 진로를 바꿔보기도 하고, 하고 싶은 일과 현실 사이에서 고민을 많이 했었죠. 그 친구도 비슷한 고민을 했었다고 말해서 서로 위로가 되었고, 지금도 가끔 그런 불안이 찾아오지만 그때의 경험이 많이 도움이 된다는 생각이 들었답니다.",지하철에서 우연히 만난 친구와 어떤 장소에서 대화를 나눴나요?,잘 모르겠음,공원,카페,식당,카페,3,201
인생에서의 변화,20대 초반의 방황과 고민,170,"며칠 전 친구들과 모여 각자 요즘 무슨 생각을 하며 지내는지 이야기하는 시간이 있었다. 모두들 뚜렷한 목표를 가진 것처럼 보였는데, 나는 아직 진로에 확신이 없어 괜히 어색해졌다. 괜히 나만 뒤처지는 것 같아 밤에 혼자 산책하면서 많은 생각이 들었다. 그러다 우연히 골목길에서 작은 카페를 발견했고, 커피 한 잔을 마시며 잠시나마 불안함이 가라앉는 기분이 들었다. 이런 소소한 시간이 조금은 위로가 되었다.",화자가 밤에 산책하다가 발견한 장소는 어디였나요?,잘 모르겠음,서점,카페,공원,카페,3,170
인생에서의 변화,30대가 되면서 느낀 변화,170,"최근에 친구들과 만나서 예전처럼 밤늦게까지 놀다가, 다음 날 아침에 일어났더니 몸이 예전 같지 않다는 걸 실감했다. 20대 때는 밤새워도 별로 힘들지 않았는데, 이제는 조금만 늦게 자도 하루 종일 피곤하다. 체력뿐만 아니라, 건강을 더 신경 쓰게 되고, 식습관도 자연스럽게 달라진다. 그래서인지 요즘은 친구들과도 술보다는 카페에서 대화하는 시간이 더 많아졌다. 이런 변화들이 어색하면서도, 한편으론 나름대로 즐겁다.",발화자가 30대가 되면서 달라졌다고 느낀 점으로 알맞은 것은 무엇인가요?,잘 모르겠음,새로운 운동을 시작했다,술자리보다 카페 모임을 더 자주 갖게 되었다,아침형 인간이 되었다,술자리보다 카페 모임을 더 자주 갖게 되었다,3,179
인생에서의 변화,30대가 되면서 느낀 변화,170,"회사 동료들과 점심을 먹다가 자연스럽게 건강 이야기가 나왔다. 예전에는 야식이나 자극적인 음식을 아무렇지 않게 즐겼는데, 이제는 위장도 예민해지고 다음 날 피곤함이 오래 간다는 걸 실감한다. 어릴 때는 운동을 며칠 쉬어도 금방 회복됐는데, 요즘은 하루만 무리해도 근육통이 오래 남아 운동 후 스트레칭을 꼭 하게 된다. 친구들과의 대화 주제도 여행이나 연애보다 건강, 미래 준비에 관한 것이 많아진 것을 보며 30대가 됐음을 느꼈다.",발화자가 30대가 되며 달라졌다고 느낀 점으로 언급하지 않은 것은 무엇인가요?,잘 모르겠음,건강 관련 대화가 많아짐,운동 후 회복이 느려짐,야식에 대한 걱정이 늘어남,야식에 대한 걱정이 늘어남,4,182
인생에서의 변화,30대가 되면서 느낀 변화,170,"최근 친구들과 모임을 가졌는데, 예전엔 밤새워 놀아도 끄떡없던 체력이 이제는 쉽게 방전되는 걸 확실히 느꼈다. 대화 주제도 자연스럽게 건강관리나 직장 이야기로 옮겨가고, 모두 각자 집에 돌아가는 시간이 빨라진 점도 인상적이었다. 예전엔 모임이 끝나면 2차, 3차로 이어졌는데, 이제는 다들 집에 가서 푹 쉬는 걸 더 선호한다. 이런 변화가 처음엔 어색했지만, 지금은 오히려 이런 일상이 더 편안하게 느껴진다.",모임에서 친구들과 어떤 주제로 대화를 나누는 일이 많아졌는가?,잘 모르겠음,유행하는 게임 이야기,건강관리와 직장 이야기,여행 계획 이야기,건강관리와 직장 이야기,3,173
